Scheme Name	Net Asset Value
Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth	13.0111
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth	12.2428
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW	12.2464
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth	12.1529
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW	12.1523
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct Growth	11.795
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct IDCW Payout	11.7946
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular Growth	11.7373
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular IDCW payout	11.7373
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth	11.244
Aditya Birla Sun Life Crisil Ibx Gilt June 2027 Index Fund-Direct IDCW Payout	11.2445
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular Growth	11.1957
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular IDCW Payout	11.1956
Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW	12.5174
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth	12.5165
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth	12.453
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW	12.4535
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth	12.5943
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout	12.5964
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth	12.4664
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout	12.4666
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth	10.9173
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct IDCW Payout	10.9174
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth	10.8831
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout	10.883
Aditya Birla Sun Life Crisil-IBX AAA NBFC--HFC Index-Dec 2025 Fund-Direct IDCW Payout	10.8697
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Direct Growth	10.8696
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular Growth	10.8328
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular IDCW Payout	10.8327
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Direct Growth	10.9539
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund-Direct IDCW Payout	10.9539
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth	10.9163
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout	10.9163
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout	10.6968
Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth	10.7196
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout	10.7196
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth	10.6967
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth	10.5533
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct IDCW Payout	10.5541
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth	10.5384
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth	19.0689
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW	19.0691
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth	18.5351
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW	18.5348
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan	269.9691
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan	263.9087
Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW	27.9105
Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW	26.969
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth	11.2329
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout	11.2333
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout	11.1259
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth	11.1281
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW	24.9733
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW	24.2575
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth	24.9737
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth	24.2613
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth	16.9776
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW	16.9672
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth	16.5761
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW	16.5902
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth	12.7744
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout	12.7742
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth	12.6253
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout	12.6253
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth	12.7527
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW	12.7529
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth	12.6697
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW	12.6705
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth	12.2949
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW	10.
Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth	12.2352
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW	10.
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth	12.4305
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW	12.4296
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth	12.3468
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW	12.3468
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW	21.0665
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth	21.0703
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW	20.4762
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth	20.4742
ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH	10.6528
ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH	10.6241
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION	11.9873
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION	11.9186
ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - DIRECT GROWTH	9.8636
ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - REGULAR GROWTH	9.861
Axis BSE Sensex Index Fund - Direct Plan - Growth	11.9023
Axis BSE Sensex Index Fund - Direct Plan - IDCW	11.9023
Axis BSE Sensex Index Fund - Regular Plan - Growth	11.7840
Axis BSE Sensex Index Fund - Regular Plan - IDCW	11.7840
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth	12.4690
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW	12.4722
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth	12.4009
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW	12.4009
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW	12.4187
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH	12.4190
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH	12.3499
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW	12.3497
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - Growth Option	11.3900
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - IDCW Option	11.3899
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - Growth Option	11.3626
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - IDCW Option	11.3624
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth	12.6565
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW	12.6561
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth	12.5889
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW	12.5889
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option	10.8990
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option	10.8990
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option	10.8878
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option	10.8877
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option	11.0432
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option	11.0432
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option	11.0002
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option	11.0002
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option	10.8309
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option	10.8375
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option	10.8152
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option	10.8152
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth option	10.1260
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - IDCW option	10.1260
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth option	10.1231
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - IDCW option	10.1230
Axis Nifty 100 Index Fund - Direct Plan - Growth Option	23.6613
Axis Nifty 100 Index Fund - Direct Plan - IDCW	23.6950
Axis Nifty 100 Index Fund - Regular Plan - Growth Option	22.5705
Axis Nifty 100 Index Fund - Regular Plan - IDCW	22.5718
Axis Nifty 50 Index Fund - Direct Plan - Growth	15.7108
Axis Nifty 50 Index Fund - Direct Plan - IDCW	15.7108
Axis Nifty 50 Index Fund - Regular Plan - Growth Option	15.5309
Axis Nifty 50 Index Fund - Regular Plan - IDCW	15.5309
Axis Nifty 500 Index Fund - Direct Plan - Growth Option	10.3911
Axis Nifty 500 Index Fund - Regular Plan - Growth Option	10.2612
Axis Nifty Bank Index Fund - Direct Plan - Growth Option	12.2138
Axis Nifty Bank Index Fund - Direct Plan - IDCW Option	12.2138
Axis Nifty Bank Index Fund - Regular Plan - Growth Option	12.0546
Axis Nifty Bank Index Fund - Regular Plan - IDCW Option	12.0546
Axis Nifty IT Index Fund - Direct Plan - Growth	13.3507
Axis Nifty IT Index Fund - Direct Plan - IDCW	13.3507
Axis Nifty IT Index Fund - Regular Plan - Growth	13.1352
Axis Nifty IT Index Fund - Regular Plan - IDCW	13.1352
Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option	20.9569
Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option	20.9562
Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option	20.3927
Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option	20.3927
Axis Nifty Next 50 Index Fund - Direct Plan - Growth	16.9362
Axis Nifty Next 50 Index Fund - Direct Plan - IDCW	16.9360
Axis Nifty Next 50 Index Fund - Regular Plan - Growth	16.5112
Axis Nifty Next 50 Index Fund - Regular Plan - IDCW	16.5112
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth	12.4982
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW	12.4983
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW	12.4496
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth	12.4496
Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option	18.3044
Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	18.3043
Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option	17.8096
Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	17.8096
Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option	11.0898
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option	11.0102
Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option	9.8488
Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option	9.8279
Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option	10.5450
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option	10.4422
Bajaj Finserv Nifty 50 Index Fund - Direct - Growth	10.5808
Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW	10.5808
Bajaj Finserv Nifty 50 Index Fund - Regular - Growth	10.5425
Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW	10.5425
Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth	10.9436
Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW	10.9436
Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth	10.9034
Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW	10.9034
Bandhan BSE Healthcare Index Fund Direct Plan - Growth	10.2555
Bandhan BSE Healthcare Index Fund Regular Plan - Growth	10.1537
Bandhan BSE India Sector Leaders Index Fund - Direct Plan - Growth	10.1047
Bandhan BSE India Sector Leaders Index Fund - Regular Plan - Growth	10.0896
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.7335
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW	10.7470
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.6678
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.6850
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH	12.5353
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW	10.4722
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH	12.4397
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW	10.3346
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH	12.6008
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW	10.3944
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH	12.5058
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW	10.3886
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH	12.4974
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW	10.4929
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH	12.3997
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW	10.4016
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth	13.4603
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW	10.2865
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth	13.3030
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW	10.2885
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.6707
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW	11.0219
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.5814
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.8548
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth	13.3622
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW	10.2596
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth	13.2059
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW	10.2536
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth	10.6359
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-IDCW	10.6359
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth	10.6148
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-IDCW	10.6148
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth	10.5328
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth	10.4986
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH	15.8400
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW	15.8368
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH	15.5478
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW	15.5502
Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth	10.0988
Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth	10.0334
BANDHAN Nifty 50 Index Fund - Regular Plan - Growth	56.0927
BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW	50.9109
BANDHAN Nifty 50 Index Fund-Direct Plan-Growth	57.8642
BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW	52.5922
Bandhan Nifty 500 Momentum 50 Index Fund Direct Plan-Growth	9.0000
Bandhan Nifty 500 Momentum 50 Index Fund Regular Plan-Growth	8.9360
Bandhan Nifty 500 Value 50 Index Fund Direct Plan - Growth	10.4701
Bandhan Nifty 500 Value 50 Index Fund Regular Plan - Growth	10.3955
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth	13.4529
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW	13.4459
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth	13.2659
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW	13.2656
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth	10.3638
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth	10.2967
Bandhan Nifty Bank Index Fund - Direct Plan - Growth	11.6220
Bandhan Nifty Bank Index Fund - Regular Plan - Growth	11.5042
Bandhan Nifty IT Index Fund - Direct Plan - Growth	12.9492
Bandhan Nifty IT Index Fund - Direct Plan - IDCW	12.9534
Bandhan Nifty IT Index Fund - Regular Plan - Growth	12.7608
Bandhan Nifty IT Index Fund - Regular Plan - IDCW	12.7597
Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth	10.0641
Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth	9.9790
Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth	12.0452
Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth	11.9733
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth	12.0240
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	12.0241
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth	11.8625
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	11.8629
Bandhan Nifty Total Market Index Fund - Direct Plan - Growth	10.3724
